timestamp,city,temperature,description
2026-04-23T22:34:38.845Z,Cardiff,12.32,clear sky
2026-04-24T01:45:36.303Z,Cardiff,9.54,clear sky
2026-04-24T04:47:45.822Z,Cardiff,7.16,clear sky
2026-04-24T07:48:38.096Z,Cardiff,9.32,clear sky
2026-04-24T09:22:34.916Z,Cardiff,11.23,clear sky
2026-04-24T10:57:57.683Z,Cardiff,14.96,clear sky
2026-04-24T12:59:51.582Z,Cardiff,17.38,clear sky
2026-04-24T15:00:39.095Z,Cardiff,17.45,clear sky
2026-04-24T16:44:20.523Z,Cardiff,19.32,few clouds
2026-04-24T18:37:11.027Z,Cardiff,17.32,clear sky
2026-04-24T20:36:37.746Z,Cardiff,11.37,scattered clouds
2026-04-24T22:32:08.223Z,Cardiff,9.45,broken clouds
2026-04-25T01:25:34.045Z,Cardiff,8.21,broken clouds
2026-04-25T04:28:50.560Z,Cardiff,8.37,broken clouds
2026-04-25T07:02:10.764Z,Cardiff,8.05,overcast clouds
2026-04-25T08:41:10.058Z,Cardiff,13.99,broken clouds
2026-04-25T10:34:58.987Z,Cardiff,17.43,scattered clouds
2026-04-25T12:39:46.052Z,Cardiff,18.49,clear sky
2026-04-25T14:35:55.056Z,Cardiff,19.6,clear sky
2026-04-25T16:30:55.285Z,Cardiff,20.32,clear sky
2026-04-25T18:36:19.090Z,Cardiff,17.32,broken clouds
2026-04-25T20:28:43.075Z,Cardiff,13.27,overcast clouds
2026-04-25T22:26:29.910Z,Cardiff,11.52,overcast clouds
2026-04-26T01:47:22.695Z,Cardiff,8.17,overcast clouds
2026-04-26T04:52:18.030Z,Cardiff,8.77,overcast clouds
2026-04-26T07:16:26.618Z,Cardiff,10.88,overcast clouds
2026-04-26T08:49:51.007Z,Cardiff,14.21,overcast clouds
2026-04-26T10:36:52.051Z,Cardiff,16.9,overcast clouds
2026-04-26T12:42:05.829Z,Cardiff,18.49,overcast clouds
2026-04-26T14:36:28.084Z,Cardiff,19.05,overcast clouds
2026-04-26T16:31:54.157Z,Cardiff,18.32,overcast clouds
2026-04-26T18:37:07.479Z,Cardiff,15.32,overcast clouds
2026-04-26T20:28:38.496Z,Cardiff,13.4,overcast clouds
2026-04-26T22:27:48.121Z,Cardiff,12.24,overcast clouds
2026-04-27T01:51:29.552Z,Cardiff,9.78,overcast clouds
2026-04-27T05:00:19.263Z,Cardiff,8.05,overcast clouds
2026-04-27T08:04:50.806Z,Cardiff,14.38,scattered clouds
2026-04-27T11:30:00.250Z,Cardiff,16.32,few clouds
2026-04-27T13:17:27.164Z,Cardiff,18.88,broken clouds
2026-04-27T15:29:01.926Z,Cardiff,18.32,broken clouds
2026-04-27T17:14:42.896Z,Cardiff,16.32,broken clouds
2026-04-27T19:03:57.195Z,Cardiff,15.7,overcast clouds
2026-04-27T20:52:23.052Z,Cardiff,16.32,broken clouds
2026-04-27T22:40:40.473Z,Cardiff,12.76,broken clouds
2026-04-28T01:59:21.028Z,Cardiff,11.43,clear sky
2026-04-28T05:32:24.759Z,Cardiff,10.05,overcast clouds
2026-04-28T08:06:47.006Z,Cardiff,10.96,overcast clouds
2026-04-28T11:40:31.187Z,Cardiff,11.24,overcast clouds
2026-04-28T13:28:32.881Z,Cardiff,11.26,overcast clouds
2026-04-28T16:03:46.052Z,Cardiff,13.55,overcast clouds
2026-04-28T19:19:24.819Z,Cardiff,12.45,clear sky
2026-04-28T20:58:56.750Z,Cardiff,11.65,clear sky
2026-04-28T22:46:18.069Z,Cardiff,9.94,clear sky
2026-04-29T02:01:14.693Z,Cardiff,7.94,clear sky
2026-04-29T06:16:47.311Z,Cardiff,7.97,clear sky
2026-04-29T09:57:06.692Z,Cardiff,14.38,clear sky
2026-04-29T11:25:57.259Z,Cardiff,17.38,clear sky
2026-04-29T13:22:48.669Z,Cardiff,19.32,clear sky
2026-04-29T15:51:59.064Z,Cardiff,18.32,scattered clouds
2026-04-29T17:17:11.681Z,Cardiff,18.32,broken clouds
2026-04-29T19:08:54.987Z,Cardiff,16.32,overcast clouds
2026-04-29T20:52:32.258Z,Cardiff,14.26,overcast clouds
2026-04-29T22:46:14.357Z,Cardiff,13.05,overcast clouds
2026-04-30T02:00:34.531Z,Cardiff,10.58,overcast clouds
2026-04-30T06:21:52.509Z,Cardiff,10.57,overcast clouds
2026-04-30T09:58:04.753Z,Cardiff,16.27,broken clouds
2026-04-30T11:26:20.976Z,Cardiff,18.49,scattered clouds
2026-04-30T13:20:43.329Z,Cardiff,21.32,clear sky
2026-04-30T15:43:21.687Z,Cardiff,20.32,few clouds
2026-04-30T17:08:27.661Z,Cardiff,18.32,scattered clouds
2026-04-30T19:05:56.058Z,Cardiff,16.32,overcast clouds
2026-04-30T20:50:15.244Z,Cardiff,16.32,scattered clouds
2026-04-30T22:41:35.998Z,Cardiff,16.32,scattered clouds
2026-05-01T02:03:49.610Z,Cardiff,14.32,broken clouds
2026-05-01T06:31:11.121Z,Cardiff,13.82,broken clouds
2026-05-01T09:25:35.766Z,Cardiff,14.22,scattered clouds
2026-05-01T11:01:17.145Z,Cardiff,13.67,overcast clouds
2026-05-01T12:55:52.019Z,Cardiff,12.79,overcast clouds
2026-05-01T14:46:39.646Z,Cardiff,14.97,broken clouds
2026-05-01T16:44:09.634Z,Cardiff,16.58,overcast clouds
2026-05-01T18:57:21.847Z,Cardiff,13.56,overcast clouds
2026-05-01T20:40:51.169Z,Cardiff,10.86,overcast clouds
2026-05-01T22:40:16.052Z,Cardiff,9.71,broken clouds
2026-05-02T01:51:26.346Z,Cardiff,7.99,mist
2026-05-02T04:52:38.366Z,Cardiff,7.38,few clouds
2026-05-02T07:19:05.643Z,Cardiff,10.43,broken clouds
2026-05-02T08:57:03.485Z,Cardiff,13.16,overcast clouds
2026-05-02T10:41:41.067Z,Cardiff,15.21,overcast clouds
2026-05-02T12:45:40.405Z,Cardiff,16.88,overcast clouds
2026-05-02T14:40:38.922Z,Cardiff,15.38,light rain
2026-05-02T16:36:27.560Z,Cardiff,12.64,light rain
2026-05-02T18:43:14.971Z,Cardiff,12.43,moderate rain
2026-05-02T20:31:46.033Z,Cardiff,11.9,overcast clouds
2026-05-02T22:30:14.404Z,Cardiff,11.36,fog
2026-05-03T01:53:56.242Z,Cardiff,10.99,fog
2026-05-03T05:22:38.459Z,Cardiff,9.64,overcast clouds
2026-05-03T07:47:44.503Z,Cardiff,11.49,few clouds
2026-05-03T09:13:32.513Z,Cardiff,14.34,overcast clouds
2026-05-03T10:44:27.278Z,Cardiff,14.6,scattered clouds
2026-05-03T12:45:37.439Z,Cardiff,16.25,few clouds
2026-05-03T14:41:06.861Z,Cardiff,17.37,overcast clouds
2026-05-03T16:37:15.531Z,Cardiff,15.58,overcast clouds
2026-05-03T18:43:21.021Z,Cardiff,14.56,broken clouds
2026-05-03T20:32:48.237Z,Cardiff,13.15,overcast clouds
2026-05-03T22:30:41.040Z,Cardiff,12.13,broken clouds
2026-05-04T01:55:23.303Z,Cardiff,12.55,overcast clouds
2026-05-04T05:26:34.345Z,Cardiff,12.18,drizzle
2026-05-04T08:16:39.548Z,Cardiff,12.24,broken clouds
2026-05-04T11:42:34.167Z,Cardiff,14.54,broken clouds
2026-05-04T13:22:04.300Z,Cardiff,14.86,scattered clouds
2026-05-04T15:54:26.233Z,Cardiff,17.37,scattered clouds
2026-05-04T17:21:45.049Z,Cardiff,16.84,few clouds
2026-05-04T19:14:02.761Z,Cardiff,15.45,overcast clouds
2026-05-04T20:58:36.336Z,Cardiff,12.24,scattered clouds
2026-05-04T22:48:06.542Z,Cardiff,12.3,overcast clouds
2026-05-05T01:55:42.127Z,Cardiff,11.09,overcast clouds
2026-05-05T04:55:06.819Z,Cardiff,10.75,broken clouds
2026-05-05T07:53:55.201Z,Cardiff,12.51,broken clouds
2026-05-05T09:52:57.207Z,Cardiff,14.49,overcast clouds
2026-05-05T11:10:42.159Z,Cardiff,15.71,few clouds
2026-05-05T13:12:11.743Z,Cardiff,15.72,broken clouds
2026-05-05T15:29:16.784Z,Cardiff,14.7,overcast clouds
2026-05-05T17:13:33.767Z,Cardiff,14.7,overcast clouds
2026-05-05T19:05:08.729Z,Cardiff,13.26,overcast clouds
2026-05-05T20:53:07.701Z,Cardiff,12.07,broken clouds
2026-05-05T22:46:15.411Z,Cardiff,11.08,broken clouds
2026-05-06T01:54:26.172Z,Cardiff,10.74,scattered clouds
2026-05-06T05:21:21.152Z,Cardiff,9.36,overcast clouds
2026-05-06T08:07:27.229Z,Cardiff,9.27,overcast clouds
2026-05-06T11:43:15.881Z,Cardiff,12.32,overcast clouds
2026-05-06T13:29:41.792Z,Cardiff,14.05,few clouds
2026-05-06T15:57:08.814Z,Cardiff,14.6,overcast clouds
2026-05-06T17:26:32.041Z,Cardiff,14.15,overcast clouds
2026-05-06T19:21:40.162Z,Cardiff,13.34,overcast clouds
2026-05-06T21:02:23.135Z,Cardiff,12.34,overcast clouds
2026-05-06T22:39:46.030Z,Cardiff,11.36,overcast clouds
2026-05-07T01:58:15.127Z,Cardiff,9.93,overcast clouds
2026-05-07T05:31:08.632Z,Cardiff,9.04,overcast clouds
2026-05-07T08:15:06.561Z,Cardiff,11.2,overcast clouds
2026-05-07T11:42:03.337Z,Cardiff,14.89,overcast clouds
2026-05-07T13:27:57.904Z,Cardiff,14.87,overcast clouds
2026-05-07T15:58:04.292Z,Cardiff,14.09,overcast clouds
2026-05-07T17:45:40.293Z,Cardiff,14.06,overcast clouds
2026-05-07T19:25:46.036Z,Cardiff,12.59,scattered clouds
2026-05-07T20:57:36.537Z,Cardiff,11.64,broken clouds
2026-05-07T22:52:52.448Z,Cardiff,10.33,overcast clouds
2026-05-08T02:04:37.400Z,Cardiff,10.51,overcast clouds
2026-05-08T05:50:48.064Z,Cardiff,10.1,broken clouds
2026-05-08T07:15:37.504Z,Cardiff,10.75,broken clouds
2026-05-08T09:04:48.842Z,Cardiff,12.95,broken clouds
2026-05-08T11:02:36.928Z,Cardiff,13.62,overcast clouds
2026-05-08T13:08:05.657Z,Cardiff,16.82,broken clouds
2026-05-08T15:13:32.082Z,Cardiff,17.94,overcast clouds
2026-05-08T17:02:02.469Z,Cardiff,18.32,overcast clouds
2026-05-08T19:03:53.073Z,Cardiff,15.72,overcast clouds
2026-05-08T20:46:16.840Z,Cardiff,12.9,overcast clouds
2026-05-08T22:45:08.785Z,Cardiff,10.2,overcast clouds
2026-05-09T01:58:22.546Z,Cardiff,10.31,overcast clouds
